id,name,code,code_name,division_type,short_code_name,order,is_usable,master_province_id
87,Huyện Tam Đường,106,huyen_tam_duong,huyện,tam_duong,106,true,8
88,Huyện Mường Tè,107,huyen_muong_te,huyện,muong_te,107,true,8
89,Huyện Sìn Hồ,108,huyen_sin_ho,huyện,sin_ho,108,true,8
90,Huyện Phong Thổ,109,huyen_phong_tho,huyện,phong_tho,109,true,8
91,Huyện Than Uyên,110,huyen_than_uyen,huyện,than_uyen,110,true,8
92,Huyện Tân Uyên,111,huyen_tan_uyen,huyện,tan_uyen,111,true,8
93,Huyện Nậm Nhùn,112,huyen_nam_nhun,huyện,nam_nhun,112,true,8
94,Thành phố Sơn La,116,thanh_pho_son_la,thành phố,son_la,116,true,9
95,Huyện Quỳnh Nhai,118,huyen_quynh_nhai,huyện,quynh_nhai,118,true,9
96,Huyện Thuận Châu,119,huyen_thuan_chau,huyện,thuan_chau,119,true,9
97,Huyện Mường La,120,huyen_muong_la,huyện,muong_la,120,true,9
98,Huyện Bắc Yên,121,huyen_bac_yen,huyện,bac_yen,121,true,9
99,Huyện Phù Yên,122,huyen_phu_yen,huyện,phu_yen,122,true,9
100,Huyện Mộc Châu,123,huyen_moc_chau,huyện,moc_chau,123,true,9
101,Huyện Yên Châu,124,huyen_yen_chau,huyện,yen_chau,124,true,9
102,Huyện Mai Sơn,125,huyen_mai_son,huyện,mai_son,125,true,9
103,Huyện Sông Mã,126,huyen_song_ma,huyện,song_ma,126,true,9
104,Huyện Sốp Cộp,127,huyen_sop_cop,huyện,sop_cop,127,true,9
105,Huyện Vân Hồ,128,huyen_van_ho,huyện,van_ho,128,true,9
106,Thành phố Yên Bái,132,thanh_pho_yen_bai,thành phố,yen_bai,132,true,10
107,Thị xã Nghĩa Lộ,133,thi_xa_nghia_lo,thị xã,nghia_lo,133,true,10
108,Huyện Lục Yên,135,huyen_luc_yen,huyện,luc_yen,135,true,10
109,Huyện Văn Yên,136,huyen_van_yen,huyện,van_yen,136,true,10
110,Huyện Mù Căng Chải,137,huyen_mu_cang_chai,huyện,mu_cang_chai,137,true,10
111,Huyện Trấn Yên,138,huyen_tran_yen,huyện,tran_yen,138,true,10
112,Huyện Trạm Tấu,139,huyen_tram_tau,huyện,tram_tau,139,true,10
113,Huyện Văn Chấn,140,huyen_van_chan,huyện,van_chan,140,true,10
114,Huyện Yên Bình,141,huyen_yen_binh,huyện,yen_binh,141,true,10
115,Thành phố Hòa Bình,148,thanh_pho_hoa_binh,thành phố,hoa_binh,148,true,11
116,Huyện Đà Bắc,150,huyen_da_bac,huyện,da_bac,150,true,11
117,Huyện Lương Sơn,152,huyen_luong_son,huyện,luong_son,152,true,11
118,Huyện Kim Bôi,153,huyen_kim_boi,huyện,kim_boi,153,true,11
119,Huyện Cao Phong,154,huyen_cao_phong,huyện,cao_phong,154,true,11
120,Huyện Tân Lạc,155,huyen_tan_lac,huyện,tan_lac,155,true,11
121,Huyện Mai Châu,156,huyen_mai_chau,huyện,mai_chau,156,true,11
122,Huyện Lạc Sơn,157,huyen_lac_son,huyện,lac_son,157,true,11
123,Huyện Yên Thủy,158,huyen_yen_thuy,huyện,yen_thuy,158,true,11
124,Huyện Lạc Thủy,159,huyen_lac_thuy,huyện,lac_thuy,159,true,11
125,Thành phố Thái Nguyên,164,thanh_pho_thai_nguyen,thành phố,thai_nguyen,164,true,12
126,Thành phố Sông Công,165,thanh_pho_song_cong,thành phố,song_cong,165,true,12
127,Huyện Định Hóa,167,huyen_dinh_hoa,huyện,dinh_hoa,167,true,12
128,Huyện Phú Lương,168,huyen_phu_luong,huyện,phu_luong,168,true,12
129,Huyện Đồng Hỷ,169,huyen_dong_hy,huyện,dong_hy,169,true,12
130,Huyện Võ Nhai,170,huyen_vo_nhai,huyện,vo_nhai,170,true,12
131,Huyện Đại Từ,171,huyen_dai_tu,huyện,dai_tu,171,true,12
132,Thị xã Phổ Yên,172,thi_xa_pho_yen,thị xã,pho_yen,172,true,12
133,Huyện Phú Bình,173,huyen_phu_binh,huyện,phu_binh,173,true,12
134,Thành phố Lạng Sơn,178,thanh_pho_lang_son,thành phố,lang_son,178,true,13
135,Huyện Tràng Định,180,huyen_trang_dinh,huyện,trang_dinh,180,true,13
136,Huyện Bình Gia,181,huyen_binh_gia,huyện,binh_gia,181,true,13
137,Huyện Văn Lãng,182,huyen_van_lang,huyện,van_lang,182,true,13
138,Huyện Cao Lộc,183,huyen_cao_loc,huyện,cao_loc,183,true,13
139,Huyện Văn Quan,184,huyen_van_quan,huyện,van_quan,184,true,13
140,Huyện Bắc Sơn,185,huyen_bac_son,huyện,bac_son,185,true,13
141,Huyện Hữu Lũng,186,huyen_huu_lung,huyện,huu_lung,186,true,13
142,Huyện Chi Lăng,187,huyen_chi_lang,huyện,chi_lang,187,true,13
143,Huyện Lộc Bình,188,huyen_loc_binh,huyện,loc_binh,188,true,13
144,Huyện Đình Lập,189,huyen_dinh_lap,huyện,dinh_lap,189,true,13
145,Thành phố Hạ Long,193,thanh_pho_ha_long,thành phố,ha_long,193,true,14
146,Thành phố Móng Cái,194,thanh_pho_mong_cai,thành phố,mong_cai,194,true,14
147,Thành phố Cẩm Phả,195,thanh_pho_cam_pha,thành phố,cam_pha,195,true,14
148,Thành phố Uông Bí,196,thanh_pho_uong_bi,thành phố,uong_bi,196,true,14
149,Huyện Bình Liêu,198,huyen_binh_lieu,huyện,binh_lieu,198,true,14
150,Huyện Tiên Yên,199,huyen_tien_yen,huyện,tien_yen,199,true,14
151,Huyện Đầm Hà,200,huyen_dam_ha,huyện,dam_ha,200,true,14
152,Huyện Hải Hà,201,huyen_hai_ha,huyện,hai_ha,201,true,14
153,Huyện Ba Chẽ,202,huyen_ba_che,huyện,ba_che,202,true,14
154,Huyện Vân Đồn,203,huyen_van_don,huyện,van_don,203,true,14
155,Thị xã Đông Triều,205,thi_xa_dong_trieu,thị xã,dong_trieu,205,true,14
156,Thị xã Quảng Yên,206,thi_xa_quang_yen,thị xã,quang_yen,206,true,14
157,Huyện Cô Tô,207,huyen_co_to,huyện,co_to,207,true,14
158,Thành phố Bắc Giang,213,thanh_pho_bac_giang,thành phố,bac_giang,213,true,15
159,Huyện Yên Thế,215,huyen_yen_the,huyện,yen_the,215,true,15
160,Huyện Tân Yên,216,huyen_tan_yen,huyện,tan_yen,216,true,15
161,Huyện Lạng Giang,217,huyen_lang_giang,huyện,lang_giang,217,true,15
162,Huyện Lục Nam,218,huyen_luc_nam,huyện,luc_nam,218,true,15
163,Huyện Lục Ngạn,219,huyen_luc_ngan,huyện,luc_ngan,219,true,15
164,Huyện Sơn Động,220,huyen_son_dong,huyện,son_dong,220,true,15
165,Huyện Yên Dũng,221,huyen_yen_dung,huyện,yen_dung,221,true,15
166,Huyện Việt Yên,222,huyen_viet_yen,huyện,viet_yen,222,true,15
167,Huyện Hiệp Hòa,223,huyen_hiep_hoa,huyện,hiep_hoa,223,true,15
168,Thành phố Việt Trì,227,thanh_pho_viet_tri,thành phố,viet_tri,227,true,16
169,Thị xã Phú Thọ,228,thi_xa_phu_tho,thị xã,phu_tho,228,true,16
170,Huyện Đoan Hùng,230,huyen_doan_hung,huyện,doan_hung,230,true,16
171,Huyện Hạ Hoà,231,huyen_ha_hoa,huyện,ha_hoa,231,true,16
172,Huyện Thanh Ba,232,huyen_thanh_ba,huyện,thanh_ba,232,true,16
173,Huyện Phù Ninh,233,huyen_phu_ninh,huyện,phu_ninh,233,true,16
174,Huyện Yên Lập,234,huyen_yen_lap,huyện,yen_lap,234,true,16
175,Huyện Cẩm Khê,235,huyen_cam_khe,huyện,cam_khe,235,true,16
176,Huyện Tam Nông,236,huyen_tam_nong,huyện,tam_nong,236,true,16
177,Huyện Lâm Thao,237,huyen_lam_thao,huyện,lam_thao,237,true,16
178,Huyện Thanh Sơn,238,huyen_thanh_son,huyện,thanh_son,238,true,16
356,Quận Thanh Khê,491,quan_thanh_khe,quận,thanh_khe,491,true,32
179,Huyện Thanh Thuỷ,239,huyen_thanh_thuy,huyện,thanh_thuy,239,true,16
180,Huyện Tân Sơn,240,huyen_tan_son,huyện,tan_son,240,true,16
181,Thành phố Vĩnh Yên,243,thanh_pho_vinh_yen,thành phố,vinh_yen,243,true,17
182,Thành phố Phúc Yên,244,thanh_pho_phuc_yen,thành phố,phuc_yen,244,true,17
183,Huyện Lập Thạch,246,huyen_lap_thach,huyện,lap_thach,246,true,17
184,Huyện Tam Dương,247,huyen_tam_duong,huyện,tam_duong,247,true,17
185,Huyện Tam Đảo,248,huyen_tam_dao,huyện,tam_dao,248,true,17
186,Huyện Bình Xuyên,249,huyen_binh_xuyen,huyện,binh_xuyen,249,true,17
187,Huyện Yên Lạc,251,huyen_yen_lac,huyện,yen_lac,251,true,17
188,Huyện Vĩnh Tường,252,huyen_vinh_tuong,huyện,vinh_tuong,252,true,17
189,Huyện Sông Lô,253,huyen_song_lo,huyện,song_lo,253,true,17
190,Thành phố Bắc Ninh,256,thanh_pho_bac_ninh,thành phố,bac_ninh,256,true,18
191,Huyện Yên Phong,258,huyen_yen_phong,huyện,yen_phong,258,true,18
192,Huyện Quế Võ,259,huyen_que_vo,huyện,que_vo,259,true,18
193,Huyện Tiên Du,260,huyen_tien_du,huyện,tien_du,260,true,18
194,Thị xã Từ Sơn,261,thi_xa_tu_son,thị xã,tu_son,261,true,18
195,Huyện Thuận Thành,262,huyen_thuan_thanh,huyện,thuan_thanh,262,true,18
196,Huyện Gia Bình,263,huyen_gia_binh,huyện,gia_binh,263,true,18
197,Huyện Lương Tài,264,huyen_luong_tai,huyện,luong_tai,264,true,18
198,Thành phố Hải Dương,288,thanh_pho_hai_duong,thành phố,hai_duong,288,true,19
199,Thành phố Chí Linh,290,thanh_pho_chi_linh,thành phố,chi_linh,290,true,19
200,Huyện Nam Sách,291,huyen_nam_sach,huyện,nam_sach,291,true,19
201,Thị xã Kinh Môn,292,thi_xa_kinh_mon,thị xã,kinh_mon,292,true,19
202,Huyện Kim Thành,293,huyen_kim_thanh,huyện,kim_thanh,293,true,19
203,Huyện Thanh Hà,294,huyen_thanh_ha,huyện,thanh_ha,294,true,19
204,Huyện Cẩm Giàng,295,huyen_cam_giang,huyện,cam_giang,295,true,19
205,Huyện Bình Giang,296,huyen_binh_giang,huyện,binh_giang,296,true,19
206,Huyện Gia Lộc,297,huyen_gia_loc,huyện,gia_loc,297,true,19
207,Huyện Tứ Kỳ,298,huyen_tu_ky,huyện,tu_ky,298,true,19
208,Huyện Ninh Giang,299,huyen_ninh_giang,huyện,ninh_giang,299,true,19
209,Huyện Thanh Miện,300,huyen_thanh_mien,huyện,thanh_mien,300,true,19
210,Quận Hồng Bàng,303,quan_hong_bang,quận,hong_bang,303,true,20
211,Quận Ngô Quyền,304,quan_ngo_quyen,quận,ngo_quyen,304,true,20
212,Quận Lê Chân,305,quan_le_chan,quận,le_chan,305,true,20
213,Quận Hải An,306,quan_hai_an,quận,hai_an,306,true,20
214,Quận Kiến An,307,quan_kien_an,quận,kien_an,307,true,20
215,Quận Đồ Sơn,308,quan_do_son,quận,do_son,308,true,20
216,Quận Dương Kinh,309,quan_duong_kinh,quận,duong_kinh,309,true,20
217,Huyện Thuỷ Nguyên,311,huyen_thuy_nguyen,huyện,thuy_nguyen,311,true,20
218,Huyện An Dương,312,huyen_an_duong,huyện,an_duong,312,true,20
219,Huyện An Lão,313,huyen_an_lao,huyện,an_lao,313,true,20
220,Huyện Kiến Thuỵ,314,huyen_kien_thuy,huyện,kien_thuy,314,true,20
221,Huyện Tiên Lãng,315,huyen_tien_lang,huyện,tien_lang,315,true,20
222,Huyện Vĩnh Bảo,316,huyen_vinh_bao,huyện,vinh_bao,316,true,20
223,Huyện Cát Hải,317,huyen_cat_hai,huyện,cat_hai,317,true,20
224,Huyện Bạch Long Vĩ,318,huyen_bach_long_vi,huyện,bach_long_vi,318,true,20
225,Thành phố Hưng Yên,323,thanh_pho_hung_yen,thành phố,hung_yen,323,true,21
226,Huyện Văn Lâm,325,huyen_van_lam,huyện,van_lam,325,true,21
227,Huyện Văn Giang,326,huyen_van_giang,huyện,van_giang,326,true,21
228,Huyện Yên Mỹ,327,huyen_yen_my,huyện,yen_my,327,true,21
229,Thị xã Mỹ Hào,328,thi_xa_my_hao,thị xã,my_hao,328,true,21
230,Huyện Ân Thi,329,huyen_an_thi,huyện,an_thi,329,true,21
231,Huyện Khoái Châu,330,huyen_khoai_chau,huyện,khoai_chau,330,true,21
232,Huyện Kim Động,331,huyen_kim_dong,huyện,kim_dong,331,true,21
233,Huyện Tiên Lữ,332,huyen_tien_lu,huyện,tien_lu,332,true,21
234,Huyện Phù Cừ,333,huyen_phu_cu,huyện,phu_cu,333,true,21
235,Thành phố Thái Bình,336,thanh_pho_thai_binh,thành phố,thai_binh,336,true,22
236,Huyện Quỳnh Phụ,338,huyen_quynh_phu,huyện,quynh_phu,338,true,22
237,Huyện Hưng Hà,339,huyen_hung_ha,huyện,hung_ha,339,true,22
238,Huyện Đông Hưng,340,huyen_dong_hung,huyện,dong_hung,340,true,22
239,Huyện Thái Thụy,341,huyen_thai_thuy,huyện,thai_thuy,341,true,22
240,Huyện Tiền Hải,342,huyen_tien_hai,huyện,tien_hai,342,true,22
241,Huyện Kiến Xương,343,huyen_kien_xuong,huyện,kien_xuong,343,true,22
242,Huyện Vũ Thư,344,huyen_vu_thu,huyện,vu_thu,344,true,22
243,Thành phố Phủ Lý,347,thanh_pho_phu_ly,thành phố,phu_ly,347,true,23
244,Thị xã Duy Tiên,349,thi_xa_duy_tien,thị xã,duy_tien,349,true,23
245,Huyện Kim Bảng,350,huyen_kim_bang,huyện,kim_bang,350,true,23
246,Huyện Thanh Liêm,351,huyen_thanh_liem,huyện,thanh_liem,351,true,23
247,Huyện Bình Lục,352,huyen_binh_luc,huyện,binh_luc,352,true,23
248,Huyện Lý Nhân,353,huyen_ly_nhan,huyện,ly_nhan,353,true,23
249,Thành phố Nam Định,356,thanh_pho_nam_dinh,thành phố,nam_dinh,356,true,24
250,Huyện Mỹ Lộc,358,huyen_my_loc,huyện,my_loc,358,true,24
251,Huyện Vụ Bản,359,huyen_vu_ban,huyện,vu_ban,359,true,24
252,Huyện Ý Yên,360,huyen_y_yen,huyện,y_yen,360,true,24
253,Huyện Nghĩa Hưng,361,huyen_nghia_hung,huyện,nghia_hung,361,true,24
254,Huyện Nam Trực,362,huyen_nam_truc,huyện,nam_truc,362,true,24
255,Huyện Trực Ninh,363,huyen_truc_ninh,huyện,truc_ninh,363,true,24
256,Huyện Xuân Trường,364,huyen_xuan_truong,huyện,xuan_truong,364,true,24
257,Huyện Giao Thủy,365,huyen_giao_thuy,huyện,giao_thuy,365,true,24
258,Huyện Hải Hậu,366,huyen_hai_hau,huyện,hai_hau,366,true,24
259,Thành phố Ninh Bình,369,thanh_pho_ninh_binh,thành phố,ninh_binh,369,true,25
260,Thành phố Tam Điệp,370,thanh_pho_tam_diep,thành phố,tam_diep,370,true,25
261,Huyện Nho Quan,372,huyen_nho_quan,huyện,nho_quan,372,true,25
262,Huyện Gia Viễn,373,huyen_gia_vien,huyện,gia_vien,373,true,25
263,Huyện Hoa Lư,374,huyen_hoa_lu,huyện,hoa_lu,374,true,25
264,Huyện Yên Khánh,375,huyen_yen_khanh,huyện,yen_khanh,375,true,25
265,Huyện Kim Sơn,376,huyen_kim_son,huyện,kim_son,376,true,25
266,Huyện Yên Mô,377,huyen_yen_mo,huyện,yen_mo,377,true,25
267,Thành phố Thanh Hóa,380,thanh_pho_thanh_hoa,thành phố,thanh_hoa,380,true,26
268,Thị xã Bỉm Sơn,381,thi_xa_bim_son,thị xã,bim_son,381,true,26
269,Thành phố Sầm Sơn,382,thanh_pho_sam_son,thành phố,sam_son,382,true,26
270,Huyện Mường Lát,384,huyen_muong_lat,huyện,muong_lat,384,true,26
271,Huyện Quan Hóa,385,huyen_quan_hoa,huyện,quan_hoa,385,true,26
272,Huyện Bá Thước,386,huyen_ba_thuoc,huyện,ba_thuoc,386,true,26
273,Huyện Quan Sơn,387,huyen_quan_son,huyện,quan_son,387,true,26
274,Huyện Lang Chánh,388,huyen_lang_chanh,huyện,lang_chanh,388,true,26
275,Huyện Ngọc Lặc,389,huyen_ngoc_lac,huyện,ngoc_lac,389,true,26
276,Huyện Cẩm Thủy,390,huyen_cam_thuy,huyện,cam_thuy,390,true,26
277,Huyện Thạch Thành,391,huyen_thach_thanh,huyện,thach_thanh,391,true,26
278,Huyện Hà Trung,392,huyen_ha_trung,huyện,ha_trung,392,true,26
279,Huyện Vĩnh Lộc,393,huyen_vinh_loc,huyện,vinh_loc,393,true,26
280,Huyện Yên Định,394,huyen_yen_dinh,huyện,yen_dinh,394,true,26
281,Huyện Thọ Xuân,395,huyen_tho_xuan,huyện,tho_xuan,395,true,26
282,Huyện Thường Xuân,396,huyen_thuong_xuan,huyện,thuong_xuan,396,true,26
283,Huyện Triệu Sơn,397,huyen_trieu_son,huyện,trieu_son,397,true,26
284,Huyện Thiệu Hóa,398,huyen_thieu_hoa,huyện,thieu_hoa,398,true,26
285,Huyện Hoằng Hóa,399,huyen_hoang_hoa,huyện,hoang_hoa,399,true,26
286,Huyện Hậu Lộc,400,huyen_hau_loc,huyện,hau_loc,400,true,26
287,Huyện Nga Sơn,401,huyen_nga_son,huyện,nga_son,401,true,26
288,Huyện Như Xuân,402,huyen_nhu_xuan,huyện,nhu_xuan,402,true,26
289,Huyện Như Thanh,403,huyen_nhu_thanh,huyện,nhu_thanh,403,true,26
290,Huyện Nông Cống,404,huyen_nong_cong,huyện,nong_cong,404,true,26
291,Huyện Đông Sơn,405,huyen_dong_son,huyện,dong_son,405,true,26
292,Huyện Quảng Xương,406,huyen_quang_xuong,huyện,quang_xuong,406,true,26
293,Thị xã Nghi Sơn,407,thi_xa_nghi_son,thị xã,nghi_son,407,true,26
294,Thành phố Vinh,412,thanh_pho_vinh,thành phố,vinh,412,true,27
295,Thị xã Cửa Lò,413,thi_xa_cua_lo,thị xã,cua_lo,413,true,27
296,Thị xã Thái Hoà,414,thi_xa_thai_hoa,thị xã,thai_hoa,414,true,27
297,Huyện Quế Phong,415,huyen_que_phong,huyện,que_phong,415,true,27
298,Huyện Quỳ Châu,416,huyen_quy_chau,huyện,quy_chau,416,true,27
299,Huyện Kỳ Sơn,417,huyen_ky_son,huyện,ky_son,417,true,27
300,Huyện Tương Dương,418,huyen_tuong_duong,huyện,tuong_duong,418,true,27
301,Huyện Nghĩa Đàn,419,huyen_nghia_dan,huyện,nghia_dan,419,true,27
302,Huyện Quỳ Hợp,420,huyen_quy_hop,huyện,quy_hop,420,true,27
303,Huyện Quỳnh Lưu,421,huyen_quynh_luu,huyện,quynh_luu,421,true,27
304,Huyện Con Cuông,422,huyen_con_cuong,huyện,con_cuong,422,true,27
305,Huyện Tân Kỳ,423,huyen_tan_ky,huyện,tan_ky,423,true,27
306,Huyện Anh Sơn,424,huyen_anh_son,huyện,anh_son,424,true,27
307,Huyện Diễn Châu,425,huyen_dien_chau,huyện,dien_chau,425,true,27
308,Huyện Yên Thành,426,huyen_yen_thanh,huyện,yen_thanh,426,true,27
309,Huyện Đô Lương,427,huyen_do_luong,huyện,do_luong,427,true,27
310,Huyện Thanh Chương,428,huyen_thanh_chuong,huyện,thanh_chuong,428,true,27
311,Huyện Nghi Lộc,429,huyen_nghi_loc,huyện,nghi_loc,429,true,27
312,Huyện Nam Đàn,430,huyen_nam_dan,huyện,nam_dan,430,true,27
313,Huyện Hưng Nguyên,431,huyen_hung_nguyen,huyện,hung_nguyen,431,true,27
314,Thị xã Hoàng Mai,432,thi_xa_hoang_mai,thị xã,hoang_mai,432,true,27
315,Thành phố Hà Tĩnh,436,thanh_pho_ha_tinh,thành phố,ha_tinh,436,true,28
316,Thị xã Hồng Lĩnh,437,thi_xa_hong_linh,thị xã,hong_linh,437,true,28
317,Huyện Hương Sơn,439,huyen_huong_son,huyện,huong_son,439,true,28
318,Huyện Đức Thọ,440,huyen_duc_tho,huyện,duc_tho,440,true,28
319,Huyện Vũ Quang,441,huyen_vu_quang,huyện,vu_quang,441,true,28
320,Huyện Nghi Xuân,442,huyen_nghi_xuan,huyện,nghi_xuan,442,true,28
321,Huyện Can Lộc,443,huyen_can_loc,huyện,can_loc,443,true,28
322,Huyện Hương Khê,444,huyen_huong_khe,huyện,huong_khe,444,true,28
323,Huyện Thạch Hà,445,huyen_thach_ha,huyện,thach_ha,445,true,28
324,Huyện Cẩm Xuyên,446,huyen_cam_xuyen,huyện,cam_xuyen,446,true,28
325,Huyện Kỳ Anh,447,huyen_ky_anh,huyện,huyen_ky_anh,447,true,28
326,Huyện Lộc Hà,448,huyen_loc_ha,huyện,loc_ha,448,true,28
327,Thị xã Kỳ Anh,449,thi_xa_ky_anh,thị xã,ky_anh,449,true,28
328,Thành Phố Đồng Hới,450,thanh_pho_dong_hoi,thành phố,dong_hoi,450,true,29
329,Huyện Minh Hóa,452,huyen_minh_hoa,huyện,minh_hoa,452,true,29
330,Huyện Tuyên Hóa,453,huyen_tuyen_hoa,huyện,tuyen_hoa,453,true,29
331,Huyện Quảng Trạch,454,huyen_quang_trach,huyện,quang_trach,454,true,29
332,Huyện Bố Trạch,455,huyen_bo_trach,huyện,bo_trach,455,true,29
333,Huyện Quảng Ninh,456,huyen_quang_ninh,huyện,quang_ninh,456,true,29
334,Huyện Lệ Thủy,457,huyen_le_thuy,huyện,le_thuy,457,true,29
335,Thị xã Ba Đồn,458,thi_xa_ba_don,thị xã,ba_don,458,true,29
336,Thành phố Đông Hà,461,thanh_pho_dong_ha,thành phố,dong_ha,461,true,30
337,Thị xã Quảng Trị,462,thi_xa_quang_tri,thị xã,quang_tri,462,true,30
338,Huyện Vĩnh Linh,464,huyen_vinh_linh,huyện,vinh_linh,464,true,30
339,Huyện Hướng Hóa,465,huyen_huong_hoa,huyện,huong_hoa,465,true,30
340,Huyện Gio Linh,466,huyen_gio_linh,huyện,gio_linh,466,true,30
341,Huyện Đa Krông,467,huyen_da_krong,huyện,da_krong,467,true,30
342,Huyện Cam Lộ,468,huyen_cam_lo,huyện,cam_lo,468,true,30
343,Huyện Triệu Phong,469,huyen_trieu_phong,huyện,trieu_phong,469,true,30
344,Huyện Hải Lăng,470,huyen_hai_lang,huyện,hai_lang,470,true,30
345,Huyện Cồn Cỏ,471,huyen_con_co,huyện,con_co,471,true,30
346,Thành phố Huế,474,thanh_pho_hue,thành phố,hue,474,true,31
347,Huyện Phong Điền,476,huyen_phong_dien,huyện,phong_dien,476,true,31
348,Huyện Quảng Điền,477,huyen_quang_dien,huyện,quang_dien,477,true,31
349,Huyện Phú Vang,478,huyen_phu_vang,huyện,phu_vang,478,true,31
350,Thị xã Hương Thủy,479,thi_xa_huong_thuy,thị xã,huong_thuy,479,true,31
351,Thị xã Hương Trà,480,thi_xa_huong_tra,thị xã,huong_tra,480,true,31
352,Huyện A Lưới,481,huyen_a_luoi,huyện,a_luoi,481,true,31
353,Huyện Phú Lộc,482,huyen_phu_loc,huyện,phu_loc,482,true,31
354,Huyện Nam Đông,483,huyen_nam_dong,huyện,nam_dong,483,true,31
355,Quận Liên Chiểu,490,quan_lien_chieu,quận,lien_chieu,490,true,32
357,Quận Hải Châu,492,quan_hai_chau,quận,hai_chau,492,true,32
358,Quận Sơn Trà,493,quan_son_tra,quận,son_tra,493,true,32
359,Quận Ngũ Hành Sơn,494,quan_ngu_hanh_son,quận,ngu_hanh_son,494,true,32
360,Quận Cẩm Lệ,495,quan_cam_le,quận,cam_le,495,true,32
361,Huyện Hòa Vang,497,huyen_hoa_vang,huyện,hoa_vang,497,true,32
362,Huyện Hoàng Sa,498,huyen_hoang_sa,huyện,hoang_sa,498,true,32
363,Thành phố Tam Kỳ,502,thanh_pho_tam_ky,thành phố,tam_ky,502,true,33
364,Thành phố Hội An,503,thanh_pho_hoi_an,thành phố,hoi_an,503,true,33
365,Huyện Tây Giang,504,huyen_tay_giang,huyện,tay_giang,504,true,33
366,Huyện Đông Giang,505,huyen_dong_giang,huyện,dong_giang,505,true,33
367,Huyện Đại Lộc,506,huyen_dai_loc,huyện,dai_loc,506,true,33
368,Thị xã Điện Bàn,507,thi_xa_dien_ban,thị xã,dien_ban,507,true,33
369,Huyện Duy Xuyên,508,huyen_duy_xuyen,huyện,duy_xuyen,508,true,33
370,Huyện Quế Sơn,509,huyen_que_son,huyện,que_son,509,true,33
371,Huyện Nam Giang,510,huyen_nam_giang,huyện,nam_giang,510,true,33
372,Huyện Phước Sơn,511,huyen_phuoc_son,huyện,phuoc_son,511,true,33
373,Huyện Hiệp Đức,512,huyen_hiep_duc,huyện,hiep_duc,512,true,33
374,Huyện Thăng Bình,513,huyen_thang_binh,huyện,thang_binh,513,true,33
375,Huyện Tiên Phước,514,huyen_tien_phuoc,huyện,tien_phuoc,514,true,33
376,Huyện Bắc Trà My,515,huyen_bac_tra_my,huyện,bac_tra_my,515,true,33
377,Huyện Nam Trà My,516,huyen_nam_tra_my,huyện,nam_tra_my,516,true,33
378,Huyện Núi Thành,517,huyen_nui_thanh,huyện,nui_thanh,517,true,33
379,Huyện Phú Ninh,518,huyen_phu_ninh,huyện,phu_ninh,518,true,33
380,Huyện Nông Sơn,519,huyen_nong_son,huyện,nong_son,519,true,33
381,Thành phố Quảng Ngãi,522,thanh_pho_quang_ngai,thành phố,quang_ngai,522,true,34
382,Huyện Bình Sơn,524,huyen_binh_son,huyện,binh_son,524,true,34
383,Huyện Trà Bồng,525,huyen_tra_bong,huyện,tra_bong,525,true,34
384,Huyện Sơn Tịnh,527,huyen_son_tinh,huyện,son_tinh,527,true,34
385,Huyện Tư Nghĩa,528,huyen_tu_nghia,huyện,tu_nghia,528,true,34
386,Huyện Sơn Hà,529,huyen_son_ha,huyện,son_ha,529,true,34
387,Huyện Sơn Tây,530,huyen_son_tay,huyện,son_tay,530,true,34
388,Huyện Minh Long,531,huyen_minh_long,huyện,minh_long,531,true,34
389,Huyện Nghĩa Hành,532,huyen_nghia_hanh,huyện,nghia_hanh,532,true,34
390,Huyện Mộ Đức,533,huyen_mo_duc,huyện,mo_duc,533,true,34
391,Thị xã Đức Phổ,534,thi_xa_duc_pho,thị xã,duc_pho,534,true,34
392,Huyện Ba Tơ,535,huyen_ba_to,huyện,ba_to,535,true,34
393,Huyện Lý Sơn,536,huyen_ly_son,huyện,ly_son,536,true,34
394,Thành phố Quy Nhơn,540,thanh_pho_quy_nhon,thành phố,quy_nhon,540,true,35
395,Huyện An Lão,542,huyen_an_lao,huyện,an_lao,542,true,35
396,Thị xã Hoài Nhơn,543,thi_xa_hoai_nhon,thị xã,hoai_nhon,543,true,35
397,Huyện Hoài Ân,544,huyen_hoai_an,huyện,hoai_an,544,true,35
398,Huyện Phù Mỹ,545,huyen_phu_my,huyện,phu_my,545,true,35
399,Huyện Vĩnh Thạnh,546,huyen_vinh_thanh,huyện,vinh_thanh,546,true,35
400,Huyện Tây Sơn,547,huyen_tay_son,huyện,tay_son,547,true,35
401,Huyện Phù Cát,548,huyen_phu_cat,huyện,phu_cat,548,true,35
402,Thị xã An Nhơn,549,thi_xa_an_nhon,thị xã,an_nhon,549,true,35
403,Huyện Tuy Phước,550,huyen_tuy_phuoc,huyện,tuy_phuoc,550,true,35
404,Huyện Vân Canh,551,huyen_van_canh,huyện,van_canh,551,true,35
405,Thành phố Tuy Hoà,555,thanh_pho_tuy_hoa,thành phố,tuy_hoa,555,true,36
406,Thị xã Sông Cầu,557,thi_xa_song_cau,thị xã,song_cau,557,true,36
407,Huyện Đồng Xuân,558,huyen_dong_xuan,huyện,dong_xuan,558,true,36
408,Huyện Tuy An,559,huyen_tuy_an,huyện,tuy_an,559,true,36
