id,name,code,code_name,division_type,short_code_name,order,is_usable,master_province_id
409,Huyện Sơn Hòa,560,huyen_son_hoa,huyện,son_hoa,560,true,36
410,Huyện Sông Hinh,561,huyen_song_hinh,huyện,song_hinh,561,true,36
411,Huyện Tây Hoà,562,huyen_tay_hoa,huyện,tay_hoa,562,true,36
412,Huyện Phú Hoà,563,huyen_phu_hoa,huyện,phu_hoa,563,true,36
413,Thị xã Đông Hòa,564,thi_xa_dong_hoa,thị xã,dong_hoa,564,true,36
414,Thành phố Nha Trang,568,thanh_pho_nha_trang,thành phố,nha_trang,568,true,37
415,Thành phố Cam Ranh,569,thanh_pho_cam_ranh,thành phố,cam_ranh,569,true,37
416,Huyện Cam Lâm,570,huyen_cam_lam,huyện,cam_lam,570,true,37
417,Huyện Vạn Ninh,571,huyen_van_ninh,huyện,van_ninh,571,true,37
418,Thị xã Ninh Hòa,572,thi_xa_ninh_hoa,thị xã,ninh_hoa,572,true,37
419,Huyện Khánh Vĩnh,573,huyen_khanh_vinh,huyện,khanh_vinh,573,true,37
420,Huyện Diên Khánh,574,huyen_dien_khanh,huyện,dien_khanh,574,true,37
421,Huyện Khánh Sơn,575,huyen_khanh_son,huyện,khanh_son,575,true,37
422,Huyện Trường Sa,576,huyen_truong_sa,huyện,truong_sa,576,true,37
423,Thành phố Phan Rang-Tháp Chàm,582,thanh_pho_phan_rang_thap_cham,thành phố,phan_rang_thap_cham,582,true,38
424,Huyện Bác Ái,584,huyen_bac_ai,huyện,bac_ai,584,true,38
425,Huyện Ninh Sơn,585,huyen_ninh_son,huyện,ninh_son,585,true,38
426,Huyện Ninh Hải,586,huyen_ninh_hai,huyện,ninh_hai,586,true,38
427,Huyện Ninh Phước,587,huyen_ninh_phuoc,huyện,ninh_phuoc,587,true,38
428,Huyện Thuận Bắc,588,huyen_thuan_bac,huyện,thuan_bac,588,true,38
429,Huyện Thuận Nam,589,huyen_thuan_nam,huyện,thuan_nam,589,true,38
430,Thành phố Phan Thiết,593,thanh_pho_phan_thiet,thành phố,phan_thiet,593,true,39
431,Thị xã La Gi,594,thi_xa_la_gi,thị xã,la_gi,594,true,39
432,Huyện Tuy Phong,595,huyen_tuy_phong,huyện,tuy_phong,595,true,39
433,Huyện Bắc Bình,596,huyen_bac_binh,huyện,bac_binh,596,true,39
434,Huyện Hàm Thuận Bắc,597,huyen_ham_thuan_bac,huyện,ham_thuan_bac,597,true,39
435,Huyện Hàm Thuận Nam,598,huyen_ham_thuan_nam,huyện,ham_thuan_nam,598,true,39
436,Huyện Tánh Linh,599,huyen_tanh_linh,huyện,tanh_linh,599,true,39
437,Huyện Đức Linh,600,huyen_duc_linh,huyện,duc_linh,600,true,39
438,Huyện Hàm Tân,601,huyen_ham_tan,huyện,ham_tan,601,true,39
439,Huyện Phú Quí,602,huyen_phu_qui,huyện,phu_qui,602,true,39
440,Thành phố Kon Tum,608,thanh_pho_kon_tum,thành phố,kon_tum,608,true,40
441,Huyện Đắk Glei,610,huyen_dak_glei,huyện,dak_glei,610,true,40
442,Huyện Ngọc Hồi,611,huyen_ngoc_hoi,huyện,ngoc_hoi,611,true,40
443,Huyện Đắk Tô,612,huyen_dak_to,huyện,dak_to,612,true,40
444,Huyện Kon Plông,613,huyen_kon_plong,huyện,kon_plong,613,true,40
445,Huyện Kon Rẫy,614,huyen_kon_ray,huyện,kon_ray,614,true,40
446,Huyện Đắk Hà,615,huyen_dak_ha,huyện,dak_ha,615,true,40
447,Huyện Sa Thầy,616,huyen_sa_thay,huyện,sa_thay,616,true,40
448,Huyện Tu Mơ Rông,617,huyen_tu_mo_rong,huyện,tu_mo_rong,617,true,40
449,Huyện Ia H' Drai,618,huyen_ia_h_drai,huyện,ia_h_drai,618,true,40
450,Thành phố Pleiku,622,thanh_pho_pleiku,thành phố,pleiku,622,true,41
451,Thị xã An Khê,623,thi_xa_an_khe,thị xã,an_khe,623,true,41
452,Thị xã Ayun Pa,624,thi_xa_ayun_pa,thị xã,ayun_pa,624,true,41
453,Huyện KBang,625,huyen_kbang,huyện,kbang,625,true,41
454,Huyện Đăk Đoa,626,huyen_dak_doa,huyện,dak_doa,626,true,41
455,Huyện Chư Păh,627,huyen_chu_pah,huyện,chu_pah,627,true,41
456,Huyện Ia Grai,628,huyen_ia_grai,huyện,ia_grai,628,true,41
457,Huyện Mang Yang,629,huyen_mang_yang,huyện,mang_yang,629,true,41
458,Huyện Kông Chro,630,huyen_kong_chro,huyện,kong_chro,630,true,41
459,Huyện Đức Cơ,631,huyen_duc_co,huyện,duc_co,631,true,41
460,Huyện Chư Prông,632,huyen_chu_prong,huyện,chu_prong,632,true,41
461,Huyện Chư Sê,633,huyen_chu_se,huyện,chu_se,633,true,41
462,Huyện Đăk Pơ,634,huyen_dak_po,huyện,dak_po,634,true,41
463,Huyện Ia Pa,635,huyen_ia_pa,huyện,ia_pa,635,true,41
464,Huyện Krông Pa,637,huyen_krong_pa,huyện,krong_pa,637,true,41
465,Huyện Phú Thiện,638,huyen_phu_thien,huyện,phu_thien,638,true,41
466,Huyện Chư Pưh,639,huyen_chu_puh,huyện,chu_puh,639,true,41
467,Thành phố Buôn Ma Thuột,643,thanh_pho_buon_ma_thuot,thành phố,buon_ma_thuot,643,true,42
468,Thị Xã Buôn Hồ,644,thi_xa_buon_ho,thị xã,buon_ho,644,true,42
469,Huyện Ea H'leo,645,huyen_ea_hleo,huyện,ea_hleo,645,true,42
470,Huyện Ea Súp,646,huyen_ea_sup,huyện,ea_sup,646,true,42
471,Huyện Buôn Đôn,647,huyen_buon_don,huyện,buon_don,647,true,42
472,Huyện Cư M'gar,648,huyen_cu_mgar,huyện,cu_mgar,648,true,42
473,Huyện Krông Búk,649,huyen_krong_buk,huyện,krong_buk,649,true,42
474,Huyện Krông Năng,650,huyen_krong_nang,huyện,krong_nang,650,true,42
475,Huyện Ea Kar,651,huyen_ea_kar,huyện,ea_kar,651,true,42
476,Huyện M'Đrắk,652,huyen_mdrak,huyện,mdrak,652,true,42
477,Huyện Krông Bông,653,huyen_krong_bong,huyện,krong_bong,653,true,42
478,Huyện Krông Pắc,654,huyen_krong_pac,huyện,krong_pac,654,true,42
479,Huyện Krông A Na,655,huyen_krong_a_na,huyện,krong_a_na,655,true,42
480,Huyện Lắk,656,huyen_lak,huyện,lak,656,true,42
481,Huyện Cư Kuin,657,huyen_cu_kuin,huyện,cu_kuin,657,true,42
482,Thành phố Gia Nghĩa,660,thanh_pho_gia_nghia,thành phố,gia_nghia,660,true,43
483,Huyện Đăk Glong,661,huyen_dak_glong,huyện,dak_glong,661,true,43
484,Huyện Cư Jút,662,huyen_cu_jut,huyện,cu_jut,662,true,43
485,Huyện Đắk Mil,663,huyen_dak_mil,huyện,dak_mil,663,true,43
486,Huyện Krông Nô,664,huyen_krong_no,huyện,krong_no,664,true,43
487,Huyện Đắk Song,665,huyen_dak_song,huyện,dak_song,665,true,43
488,Huyện Đắk R'Lấp,666,huyen_dak_rlap,huyện,dak_rlap,666,true,43
489,Huyện Tuy Đức,667,huyen_tuy_duc,huyện,tuy_duc,667,true,43
490,Thành phố Đà Lạt,672,thanh_pho_da_lat,thành phố,da_lat,672,true,44
491,Thành phố Bảo Lộc,673,thanh_pho_bao_loc,thành phố,bao_loc,673,true,44
