id,name,code,code_name,division_type,short_code_name,order,is_usable,master_district_id
1,Phường Phúc Xá,1,phuong_phuc_xa,phường,phuc_xa,1,true,1
2,Phường Trúc Bạch,4,phuong_truc_bach,phường,truc_bach,4,true,1
3,Phường Vĩnh Phúc,6,phuong_vinh_phuc,phường,vinh_phuc,6,true,1
4,Phường Cống Vị,7,phuong_cong_vi,phường,cong_vi,7,true,1
5,Phường Liễu Giai,8,phuong_lieu_giai,phường,lieu_giai,8,true,1
6,Phường Nguyễn Trung Trực,10,phuong_nguyen_trung_truc,phường,nguyen_trung_truc,10,true,1
7,Phường Quán Thánh,13,phuong_quan_thanh,phường,quan_thanh,13,true,1
8,Phường Ngọc Hà,16,phuong_ngoc_ha,phường,ngoc_ha,16,true,1
9,Phường Điện Biên,19,phuong_dien_bien,phường,dien_bien,19,true,1
10,Phường Đội Cấn,22,phuong_doi_can,phường,doi_can,22,true,1
11,Phường Ngọc Khánh,25,phuong_ngoc_khanh,phường,ngoc_khanh,25,true,1
12,Phường Kim Mã,28,phuong_kim_ma,phường,kim_ma,28,true,1
13,Phường Giảng Võ,31,phuong_giang_vo,phường,giang_vo,31,true,1
14,Phường Thành Công,34,phuong_thanh_cong,phường,thanh_cong,34,true,1
15,Phường Phúc Tân,37,phuong_phuc_tan,phường,phuc_tan,37,true,2
16,Phường Đồng Xuân,40,phuong_dong_xuan,phường,dong_xuan,40,true,2
17,Phường Hàng Mã,43,phuong_hang_ma,phường,hang_ma,43,true,2
18,Phường Hàng Buồm,46,phuong_hang_buom,phường,hang_buom,46,true,2
19,Phường Hàng Đào,49,phuong_hang_dao,phường,hang_dao,49,true,2
20,Phường Hàng Bồ,52,phuong_hang_bo,phường,hang_bo,52,true,2
21,Phường Cửa Đông,55,phuong_cua_dong,phường,cua_dong,55,true,2
22,Phường Lý Thái Tổ,58,phuong_ly_thai_to,phường,ly_thai_to,58,true,2
23,Phường Hàng Bạc,61,phuong_hang_bac,phường,hang_bac,61,true,2
24,Phường Hàng Gai,64,phuong_hang_gai,phường,hang_gai,64,true,2
25,Phường Chương Dương,67,phuong_chuong_duong,phường,chuong_duong,67,true,2
26,Phường Hàng Trống,70,phuong_hang_trong,phường,hang_trong,70,true,2
27,Phường Cửa Nam,73,phuong_cua_nam,phường,cua_nam,73,true,2
28,Phường Hàng Bông,76,phuong_hang_bong,phường,hang_bong,76,true,2
29,Phường Tràng Tiền,79,phuong_trang_tien,phường,trang_tien,79,true,2
30,Phường Trần Hưng Đạo,82,phuong_tran_hung_dao,phường,tran_hung_dao,82,true,2
31,Phường Phan Chu Trinh,85,phuong_phan_chu_trinh,phường,phan_chu_trinh,85,true,2
32,Phường Hàng Bài,88,phuong_hang_bai,phường,hang_bai,88,true,2
33,Phường Phú Thượng,91,phuong_phu_thuong,phường,phu_thuong,91,true,3
34,Phường Nhật Tân,94,phuong_nhat_tan,phường,nhat_tan,94,true,3
35,Phường Tứ Liên,97,phuong_tu_lien,phường,tu_lien,97,true,3
36,Phường Quảng An,100,phuong_quang_an,phường,quang_an,100,true,3
37,Phường Xuân La,103,phuong_xuan_la,phường,xuan_la,103,true,3
38,Phường Yên Phụ,106,phuong_yen_phu,phường,yen_phu,106,true,3
39,Phường Bưởi,109,phuong_buoi,phường,buoi,109,true,3
40,Phường Thụy Khuê,112,phuong_thuy_khue,phường,thuy_khue,112,true,3
41,Phường Thượng Thanh,115,phuong_thuong_thanh,phường,thuong_thanh,115,true,4
42,Phường Ngọc Thụy,118,phuong_ngoc_thuy,phường,ngoc_thuy,118,true,4
43,Phường Giang Biên,121,phuong_giang_bien,phường,giang_bien,121,true,4
44,Phường Đức Giang,124,phuong_duc_giang,phường,duc_giang,124,true,4
45,Phường Việt Hưng,127,phuong_viet_hung,phường,viet_hung,127,true,4
46,Phường Gia Thụy,130,phuong_gia_thuy,phường,gia_thuy,130,true,4
47,Phường Ngọc Lâm,133,phuong_ngoc_lam,phường,ngoc_lam,133,true,4
48,Phường Phúc Lợi,136,phuong_phuc_loi,phường,phuc_loi,136,true,4
49,Phường Bồ Đề,139,phuong_bo_de,phường,bo_de,139,true,4
50,Phường Sài Đồng,142,phuong_sai_dong,phường,sai_dong,142,true,4
51,Phường Long Biên,145,phuong_long_bien,phường,long_bien,145,true,4
52,Phường Thạch Bàn,148,phuong_thach_ban,phường,thach_ban,148,true,4
53,Phường Phúc Đồng,151,phuong_phuc_dong,phường,phuc_dong,151,true,4
54,Phường Cự Khối,154,phuong_cu_khoi,phường,cu_khoi,154,true,4
55,Phường Nghĩa Đô,157,phuong_nghia_do,phường,nghia_do,157,true,5
56,Phường Nghĩa Tân,160,phuong_nghia_tan,phường,nghia_tan,160,true,5
57,Phường Mai Dịch,163,phuong_mai_dich,phường,mai_dich,163,true,5
58,Phường Dịch Vọng,166,phuong_dich_vong,phường,dich_vong,166,true,5
59,Phường Dịch Vọng Hậu,167,phuong_dich_vong_hau,phường,dich_vong_hau,167,true,5
60,Phường Quan Hoa,169,phuong_quan_hoa,phường,quan_hoa,169,true,5
61,Phường Yên Hoà,172,phuong_yen_hoa,phường,yen_hoa,172,true,5
62,Phường Trung Hoà,175,phuong_trung_hoa,phường,trung_hoa,175,true,5
63,Phường Cát Linh,178,phuong_cat_linh,phường,cat_linh,178,true,6
64,Phường Văn Miếu,181,phuong_van_mieu,phường,van_mieu,181,true,6
65,Phường Quốc Tử Giám,184,phuong_quoc_tu_giam,phường,quoc_tu_giam,184,true,6
66,Phường Láng Thượng,187,phuong_lang_thuong,phường,lang_thuong,187,true,6
67,Phường Ô Chợ Dừa,190,phuong_o_cho_dua,phường,o_cho_dua,190,true,6
68,Phường Văn Chương,193,phuong_van_chuong,phường,van_chuong,193,true,6
69,Phường Hàng Bột,196,phuong_hang_bot,phường,hang_bot,196,true,6
70,Phường Láng Hạ,199,phuong_lang_ha,phường,lang_ha,199,true,6
71,Phường Khâm Thiên,202,phuong_kham_thien,phường,kham_thien,202,true,6
72,Phường Thổ Quan,205,phuong_tho_quan,phường,tho_quan,205,true,6
73,Phường Nam Đồng,208,phuong_nam_dong,phường,nam_dong,208,true,6
74,Phường Trung Phụng,211,phuong_trung_phung,phường,trung_phung,211,true,6
75,Phường Quang Trung,214,phuong_quang_trung,phường,quang_trung,214,true,6
76,Phường Trung Liệt,217,phuong_trung_liet,phường,trung_liet,217,true,6
77,Phường Phương Liên,220,phuong_phuong_lien,phường,phuong_lien,220,true,6
78,Phường Thịnh Quang,223,phuong_thinh_quang,phường,thinh_quang,223,true,6
79,Phường Trung Tự,226,phuong_trung_tu,phường,trung_tu,226,true,6
80,Phường Kim Liên,229,phuong_kim_lien,phường,kim_lien,229,true,6
81,Phường Phương Mai,232,phuong_phuong_mai,phường,phuong_mai,232,true,6
82,Phường Ngã Tư Sở,235,phuong_nga_tu_so,phường,nga_tu_so,235,true,6
83,Phường Khương Thượng,238,phuong_khuong_thuong,phường,khuong_thuong,238,true,6
84,Phường Nguyễn Du,241,phuong_nguyen_du,phường,nguyen_du,241,true,7
85,Phường Bạch Đằng,244,phuong_bach_dang,phường,bach_dang,244,true,7
86,Phường Phạm Đình Hổ,247,phuong_pham_dinh_ho,phường,pham_dinh_ho,247,true,7
87,Phường Lê Đại Hành,256,phuong_le_dai_hanh,phường,le_dai_hanh,256,true,7
88,Phường Đồng Nhân,259,phuong_dong_nhan,phường,dong_nhan,259,true,7
89,Phường Phố Huế,262,phuong_pho_hue,phường,pho_hue,262,true,7
90,Phường Đống Mác,265,phuong_dong_mac,phường,dong_mac,265,true,7
91,Phường Thanh Lương,268,phuong_thanh_luong,phường,thanh_luong,268,true,7
92,Phường Thanh Nhàn,271,phuong_thanh_nhan,phường,thanh_nhan,271,true,7
93,Phường Cầu Dền,274,phuong_cau_den,phường,cau_den,274,true,7
94,Phường Bách Khoa,277,phuong_bach_khoa,phường,bach_khoa,277,true,7
95,Phường Đồng Tâm,280,phuong_dong_tam,phường,dong_tam,280,true,7
96,Phường Vĩnh Tuy,283,phuong_vinh_tuy,phường,vinh_tuy,283,true,7
97,Phường Bạch Mai,286,phuong_bach_mai,phường,bach_mai,286,true,7
98,Phường Quỳnh Mai,289,phuong_quynh_mai,phường,quynh_mai,289,true,7
99,Phường Quỳnh Lôi,292,phuong_quynh_loi,phường,quynh_loi,292,true,7
100,Phường Minh Khai,295,phuong_minh_khai,phường,minh_khai,295,true,7
101,Phường Trương Định,298,phuong_truong_dinh,phường,truong_dinh,298,true,7
102,Phường Thanh Trì,301,phuong_thanh_tri,phường,thanh_tri,301,true,8
103,Phường Vĩnh Hưng,304,phuong_vinh_hung,phường,vinh_hung,304,true,8
104,Phường Định Công,307,phuong_dinh_cong,phường,dinh_cong,307,true,8
105,Phường Mai Động,310,phuong_mai_dong,phường,mai_dong,310,true,8
106,Phường Tương Mai,313,phuong_tuong_mai,phường,tuong_mai,313,true,8
107,Phường Đại Kim,316,phuong_dai_kim,phường,dai_kim,316,true,8
108,Phường Tân Mai,319,phuong_tan_mai,phường,tan_mai,319,true,8
109,Phường Hoàng Văn Thụ,322,phuong_hoang_van_thu,phường,hoang_van_thu,322,true,8
110,Phường Giáp Bát,325,phuong_giap_bat,phường,giap_bat,325,true,8
111,Phường Lĩnh Nam,328,phuong_linh_nam,phường,linh_nam,328,true,8
112,Phường Thịnh Liệt,331,phuong_thinh_liet,phường,thinh_liet,331,true,8
113,Phường Trần Phú,334,phuong_tran_phu,phường,tran_phu,334,true,8
114,Phường Hoàng Liệt,337,phuong_hoang_liet,phường,hoang_liet,337,true,8
115,Phường Yên Sở,340,phuong_yen_so,phường,yen_so,340,true,8
116,Phường Nhân Chính,343,phuong_nhan_chinh,phường,nhan_chinh,343,true,9
117,Phường Thượng Đình,346,phuong_thuong_dinh,phường,thuong_dinh,346,true,9
118,Phường Khương Trung,349,phuong_khuong_trung,phường,khuong_trung,349,true,9
119,Phường Khương Mai,352,phuong_khuong_mai,phường,khuong_mai,352,true,9
120,Phường Thanh Xuân Trung,355,phuong_thanh_xuan_trung,phường,thanh_xuan_trung,355,true,9
121,Phường Phương Liệt,358,phuong_phuong_liet,phường,phuong_liet,358,true,9
122,Phường Hạ Đình,361,phuong_ha_dinh,phường,ha_dinh,361,true,9
123,Phường Khương Đình,364,phuong_khuong_dinh,phường,khuong_dinh,364,true,9
124,Phường Thanh Xuân Bắc,367,phuong_thanh_xuan_bac,phường,thanh_xuan_bac,367,true,9
125,Phường Thanh Xuân Nam,370,phuong_thanh_xuan_nam,phường,thanh_xuan_nam,370,true,9
126,Phường Kim Giang,373,phuong_kim_giang,phường,kim_giang,373,true,9
127,Thị trấn Sóc Sơn,376,thi_tran_soc_son,thị trấn,soc_son,376,true,10
128,Xã Bắc Sơn,379,xa_bac_son,xã,bac_son,379,true,10
129,Xã Minh Trí,382,xa_minh_tri,xã,minh_tri,382,true,10
130,Xã Hồng Kỳ,385,xa_hong_ky,xã,hong_ky,385,true,10
131,Xã Nam Sơn,388,xa_nam_son,xã,nam_son,388,true,10
132,Xã Trung Giã,391,xa_trung_gia,xã,trung_gia,391,true,10
133,Xã Tân Hưng,394,xa_tan_hung,xã,tan_hung,394,true,10
134,Xã Minh Phú,397,xa_minh_phu,xã,minh_phu,397,true,10
135,Xã Phù Linh,400,xa_phu_linh,xã,phu_linh,400,true,10
136,Xã Bắc Phú,403,xa_bac_phu,xã,bac_phu,403,true,10
137,Xã Tân Minh,406,xa_tan_minh,xã,tan_minh,406,true,10
138,Xã Quang Tiến,409,xa_quang_tien,xã,quang_tien,409,true,10
139,Xã Hiền Ninh,412,xa_hien_ninh,xã,hien_ninh,412,true,10
140,Xã Tân Dân,415,xa_tan_dan,xã,tan_dan,415,true,10
141,Xã Tiên Dược,418,xa_tien_duoc,xã,tien_duoc,418,true,10
142,Xã Việt Long,421,xa_viet_long,xã,viet_long,421,true,10
143,Xã Xuân Giang,424,xa_xuan_giang,xã,xuan_giang,424,true,10
144,Xã Mai Đình,427,xa_mai_dinh,xã,mai_dinh,427,true,10
145,Xã Đức Hoà,430,xa_duc_hoa,xã,duc_hoa,430,true,10
146,Xã Thanh Xuân,433,xa_thanh_xuan,xã,thanh_xuan,433,true,10
147,Xã Đông Xuân,436,xa_dong_xuan,xã,dong_xuan,436,true,10
148,Xã Kim Lũ,439,xa_kim_lu,xã,kim_lu,439,true,10
149,Xã Phú Cường,442,xa_phu_cuong,xã,phu_cuong,442,true,10
150,Xã Phú Minh,445,xa_phu_minh,xã,phu_minh,445,true,10
151,Xã Phù Lỗ,448,xa_phu_lo,xã,phu_lo,448,true,10
152,Xã Xuân Thu,451,xa_xuan_thu,xã,xuan_thu,451,true,10
153,Thị trấn Đông Anh,454,thi_tran_dong_anh,thị trấn,dong_anh,454,true,11
154,Xã Xuân Nộn,457,xa_xuan_non,xã,xuan_non,457,true,11
155,Xã Thuỵ Lâm,460,xa_thuy_lam,xã,thuy_lam,460,true,11
156,Xã Bắc Hồng,463,xa_bac_hong,xã,bac_hong,463,true,11
157,Xã Nguyên Khê,466,xa_nguyen_khe,xã,nguyen_khe,466,true,11
158,Xã Nam Hồng,469,xa_nam_hong,xã,nam_hong,469,true,11
159,Xã Tiên Dương,472,xa_tien_duong,xã,tien_duong,472,true,11
160,Xã Vân Hà,475,xa_van_ha,xã,van_ha,475,true,11
161,Xã Uy Nỗ,478,xa_uy_no,xã,uy_no,478,true,11
162,Xã Vân Nội,481,xa_van_noi,xã,van_noi,481,true,11
163,Xã Liên Hà,484,xa_lien_ha,xã,lien_ha,484,true,11
164,Xã Việt Hùng,487,xa_viet_hung,xã,viet_hung,487,true,11
165,Xã Kim Nỗ,490,xa_kim_no,xã,kim_no,490,true,11
166,Xã Kim Chung,493,xa_kim_chung,xã,kim_chung,493,true,11
167,Xã Dục Tú,496,xa_duc_tu,xã,duc_tu,496,true,11
168,Xã Đại Mạch,499,xa_dai_mach,xã,dai_mach,499,true,11
169,Xã Vĩnh Ngọc,502,xa_vinh_ngoc,xã,vinh_ngoc,502,true,11
170,Xã Cổ Loa,505,xa_co_loa,xã,co_loa,505,true,11
171,Xã Hải Bối,508,xa_hai_boi,xã,hai_boi,508,true,11
172,Xã Xuân Canh,511,xa_xuan_canh,xã,xuan_canh,511,true,11
173,Xã Võng La,514,xa_vong_la,xã,vong_la,514,true,11
174,Xã Tàm Xá,517,xa_tam_xa,xã,tam_xa,517,true,11
175,Xã Mai Lâm,520,xa_mai_lam,xã,mai_lam,520,true,11
176,Xã Đông Hội,523,xa_dong_hoi,xã,dong_hoi,523,true,11
177,Thị trấn Yên Viên,526,thi_tran_yen_vien,thị trấn,yen_vien,526,true,12
178,Xã Yên Thường,529,xa_yen_thuong,xã,yen_thuong,529,true,12
179,Xã Yên Viên,532,xa_yen_vien,xã,xa_yen_vien,532,true,12
180,Xã Ninh Hiệp,535,xa_ninh_hiep,xã,ninh_hiep,535,true,12
181,Xã Đình Xuyên,538,xa_dinh_xuyen,xã,dinh_xuyen,538,true,12
182,Xã Dương Hà,541,xa_duong_ha,xã,duong_ha,541,true,12
183,Xã Phù Đổng,544,xa_phu_dong,xã,phu_dong,544,true,12
184,Xã Trung Mầu,547,xa_trung_mau,xã,trung_mau,547,true,12
185,Xã Lệ Chi,550,xa_le_chi,xã,le_chi,550,true,12
186,Xã Cổ Bi,553,xa_co_bi,xã,co_bi,553,true,12
187,Xã Đặng Xá,556,xa_dang_xa,xã,dang_xa,556,true,12
188,Xã Phú Thị,559,xa_phu_thi,xã,phu_thi,559,true,12
189,Xã Kim Sơn,562,xa_kim_son,xã,kim_son,562,true,12
190,Thị trấn Trâu Quỳ,565,thi_tran_trau_quy,thị trấn,trau_quy,565,true,12
191,Xã Dương Quang,568,xa_duong_quang,xã,duong_quang,568,true,12
192,Xã Dương Xá,571,xa_duong_xa,xã,duong_xa,571,true,12
193,Xã Đông Dư,574,xa_dong_du,xã,dong_du,574,true,12
194,Xã Đa Tốn,577,xa_da_ton,xã,da_ton,577,true,12
195,Xã Kiêu Kỵ,580,xa_kieu_ky,xã,kieu_ky,580,true,12
196,Xã Bát Tràng,583,xa_bat_trang,xã,bat_trang,583,true,12
197,Xã Kim Lan,586,xa_kim_lan,xã,kim_lan,586,true,12
198,Xã Văn Đức,589,xa_van_duc,xã,van_duc,589,true,12
199,Phường Cầu Diễn,592,phuong_cau_dien,phường,cau_dien,592,true,13
200,Phường Xuân Phương,622,phuong_xuan_phuong,phường,xuan_phuong,622,true,13
201,Phường Phương Canh,623,phuong_phuong_canh,phường,phuong_canh,623,true,13
202,Phường Mỹ Đình 1,625,phuong_my_dinh_1,phường,my_dinh_1,625,true,13
203,Phường Mỹ Đình 2,626,phuong_my_dinh_2,phường,my_dinh_2,626,true,13
204,Phường Tây Mỗ,628,phuong_tay_mo,phường,tay_mo,628,true,13
205,Phường Mễ Trì,631,phuong_me_tri,phường,me_tri,631,true,13
206,Phường Phú Đô,632,phuong_phu_do,phường,phu_do,632,true,13
207,Phường Đại Mỗ,634,phuong_dai_mo,phường,dai_mo,634,true,13
208,Phường Trung Văn,637,phuong_trung_van,phường,trung_van,637,true,13
209,Thị trấn Văn Điển,640,thi_tran_van_dien,thị trấn,van_dien,640,true,14
210,Xã Tân Triều,643,xa_tan_trieu,xã,tan_trieu,643,true,14
211,Xã Thanh Liệt,646,xa_thanh_liet,xã,thanh_liet,646,true,14
212,Xã Tả Thanh Oai,649,xa_ta_thanh_oai,xã,ta_thanh_oai,649,true,14
213,Xã Hữu Hoà,652,xa_huu_hoa,xã,huu_hoa,652,true,14
214,Xã Tam Hiệp,655,xa_tam_hiep,xã,tam_hiep,655,true,14
215,Xã Tứ Hiệp,658,xa_tu_hiep,xã,tu_hiep,658,true,14
216,Xã Yên Mỹ,661,xa_yen_my,xã,yen_my,661,true,14
217,Xã Vĩnh Quỳnh,664,xa_vinh_quynh,xã,vinh_quynh,664,true,14
218,Xã Ngũ Hiệp,667,xa_ngu_hiep,xã,ngu_hiep,667,true,14
219,Xã Duyên Hà,670,xa_duyen_ha,xã,duyen_ha,670,true,14
220,Xã Ngọc Hồi,673,xa_ngoc_hoi,xã,ngoc_hoi,673,true,14
221,Xã Vạn Phúc,676,xa_van_phuc,xã,van_phuc,676,true,14
222,Xã Đại áng,679,xa_dai_ang,xã,dai_ang,679,true,14
223,Xã Liên Ninh,682,xa_lien_ninh,xã,lien_ninh,682,true,14
224,Xã Đông Mỹ,685,xa_dong_my,xã,dong_my,685,true,14
225,Phường Thượng Cát,595,phuong_thuong_cat,phường,thuong_cat,595,true,15
226,Phường Liên Mạc,598,phuong_lien_mac,phường,lien_mac,598,true,15
227,Phường Đông Ngạc,601,phuong_dong_ngac,phường,dong_ngac,601,true,15
228,Phường Đức Thắng,602,phuong_duc_thang,phường,duc_thang,602,true,15
229,Phường Thụy Phương,604,phuong_thuy_phuong,phường,thuy_phuong,604,true,15
230,Phường Tây Tựu,607,phuong_tay_tuu,phường,tay_tuu,607,true,15
231,Phường Xuân Đỉnh,610,phuong_xuan_dinh,phường,xuan_dinh,610,true,15
232,Phường Xuân Tảo,611,phuong_xuan_tao,phường,xuan_tao,611,true,15
233,Phường Minh Khai,613,phuong_minh_khai,phường,minh_khai,613,true,15
234,Phường Cổ Nhuế 1,616,phuong_co_nhue_1,phường,co_nhue_1,616,true,15
235,Phường Cổ Nhuế 2,617,phuong_co_nhue_2,phường,co_nhue_2,617,true,15
236,Phường Phú Diễn,619,phuong_phu_dien,phường,phu_dien,619,true,15
237,Phường Phúc Diễn,620,phuong_phuc_dien,phường,phuc_dien,620,true,15
238,Thị trấn Chi Đông,8973,thi_tran_chi_dong,thị trấn,chi_dong,8973,true,16
239,Xã Đại Thịnh,8974,xa_dai_thinh,xã,dai_thinh,8974,true,16
240,Xã Kim Hoa,8977,xa_kim_hoa,xã,kim_hoa,8977,true,16
241,Xã Thạch Đà,8980,xa_thach_da,xã,thach_da,8980,true,16
242,Xã Tiến Thắng,8983,xa_tien_thang,xã,tien_thang,8983,true,16
243,Xã Tự Lập,8986,xa_tu_lap,xã,tu_lap,8986,true,16
244,Thị trấn Quang Minh,8989,thi_tran_quang_minh,thị trấn,quang_minh,8989,true,16
245,Xã Thanh Lâm,8992,xa_thanh_lam,xã,thanh_lam,8992,true,16
246,Xã Tam Đồng,8995,xa_tam_dong,xã,tam_dong,8995,true,16
247,Xã Liên Mạc,8998,xa_lien_mac,xã,lien_mac,8998,true,16
248,Xã Vạn Yên,9001,xa_van_yen,xã,van_yen,9001,true,16
249,Xã Chu Phan,9004,xa_chu_phan,xã,chu_phan,9004,true,16
250,Xã Tiến Thịnh,9007,xa_tien_thinh,xã,tien_thinh,9007,true,16
251,Xã Mê Linh,9010,xa_me_linh,xã,me_linh,9010,true,16
252,Xã Văn Khê,9013,xa_van_khe,xã,van_khe,9013,true,16
253,Xã Hoàng Kim,9016,xa_hoang_kim,xã,hoang_kim,9016,true,16
254,Xã Tiền Phong,9019,xa_tien_phong,xã,tien_phong,9019,true,16
255,Xã Tráng Việt,9022,xa_trang_viet,xã,trang_viet,9022,true,16
256,Phường Nguyễn Trãi,9538,phuong_nguyen_trai,phường,nguyen_trai,9538,true,17
257,Phường Mộ Lao,9541,phuong_mo_lao,phường,mo_lao,9541,true,17
258,Phường Văn Quán,9542,phuong_van_quan,phường,van_quan,9542,true,17
259,Phường Vạn Phúc,9544,phuong_van_phuc,phường,van_phuc,9544,true,17
260,Phường Yết Kiêu,9547,phuong_yet_kieu,phường,yet_kieu,9547,true,17
261,Phường Quang Trung,9550,phuong_quang_trung,phường,quang_trung,9550,true,17
262,Phường La Khê,9551,phuong_la_khe,phường,la_khe,9551,true,17
263,Phường Phú La,9552,phuong_phu_la,phường,phu_la,9552,true,17
264,Phường Phúc La,9553,phuong_phuc_la,phường,phuc_la,9553,true,17
265,Phường Hà Cầu,9556,phuong_ha_cau,phường,ha_cau,9556,true,17
266,Phường Yên Nghĩa,9562,phuong_yen_nghia,phường,yen_nghia,9562,true,17
267,Phường Kiến Hưng,9565,phuong_kien_hung,phường,kien_hung,9565,true,17
268,Phường Phú Lãm,9568,phuong_phu_lam,phường,phu_lam,9568,true,17
269,Phường Phú Lương,9571,phuong_phu_luong,phường,phu_luong,9571,true,17
270,Phường Dương Nội,9886,phuong_duong_noi,phường,duong_noi,9886,true,17
271,Phường Đồng Mai,10117,phuong_dong_mai,phường,dong_mai,10117,true,17
272,Phường Biên Giang,10123,phuong_bien_giang,phường,bien_giang,10123,true,17
273,Phường Lê Lợi,9574,phuong_le_loi,phường,le_loi,9574,true,18
274,Phường Phú Thịnh,9577,phuong_phu_thinh,phường,phu_thinh,9577,true,18
275,Phường Ngô Quyền,9580,phuong_ngo_quyen,phường,ngo_quyen,9580,true,18
276,Phường Quang Trung,9583,phuong_quang_trung,phường,quang_trung,9583,true,18
277,Phường Sơn Lộc,9586,phuong_son_loc,phường,son_loc,9586,true,18
278,Phường Xuân Khanh,9589,phuong_xuan_khanh,phường,xuan_khanh,9589,true,18
279,Xã Đường Lâm,9592,xa_duong_lam,xã,duong_lam,9592,true,18
280,Phường Viên Sơn,9595,phuong_vien_son,phường,vien_son,9595,true,18
281,Xã Xuân Sơn,9598,xa_xuan_son,xã,xuan_son,9598,true,18
282,Phường Trung Hưng,9601,phuong_trung_hung,phường,trung_hung,9601,true,18
283,Xã Thanh Mỹ,9604,xa_thanh_my,xã,thanh_my,9604,true,18
284,Phường Trung Sơn Trầm,9607,phuong_trung_son_tram,phường,trung_son_tram,9607,true,18
285,Xã Kim Sơn,9610,xa_kim_son,xã,kim_son,9610,true,18
286,Xã Sơn Đông,9613,xa_son_dong,xã,son_dong,9613,true,18
287,Xã Cổ Đông,9616,xa_co_dong,xã,co_dong,9616,true,18
288,Thị trấn Tây Đằng,9619,thi_tran_tay_dang,thị trấn,tay_dang,9619,true,19
289,Xã Phú Cường,9625,xa_phu_cuong,xã,phu_cuong,9625,true,19
290,Xã Cổ Đô,9628,xa_co_do,xã,co_do,9628,true,19
291,Xã Tản Hồng,9631,xa_tan_hong,xã,tan_hong,9631,true,19
292,Xã Vạn Thắng,9634,xa_van_thang,xã,van_thang,9634,true,19
293,Xã Châu Sơn,9637,xa_chau_son,xã,chau_son,9637,true,19
294,Xã Phong Vân,9640,xa_phong_van,xã,phong_van,9640,true,19
295,Xã Phú Đông,9643,xa_phu_dong,xã,phu_dong,9643,true,19
296,Xã Phú Phương,9646,xa_phu_phuong,xã,phu_phuong,9646,true,19
297,Xã Phú Châu,9649,xa_phu_chau,xã,phu_chau,9649,true,19
298,Xã Thái Hòa,9652,xa_thai_hoa,xã,thai_hoa,9652,true,19
299,Xã Đồng Thái,9655,xa_dong_thai,xã,dong_thai,9655,true,19
300,Xã Phú Sơn,9658,xa_phu_son,xã,phu_son,9658,true,19
301,Xã Minh Châu,9661,xa_minh_chau,xã,minh_chau,9661,true,19
302,Xã Vật Lại,9664,xa_vat_lai,xã,vat_lai,9664,true,19
303,Xã Chu Minh,9667,xa_chu_minh,xã,chu_minh,9667,true,19
304,Xã Tòng Bạt,9670,xa_tong_bat,xã,tong_bat,9670,true,19
305,Xã Cẩm Lĩnh,9673,xa_cam_linh,xã,cam_linh,9673,true,19
306,Xã Sơn Đà,9676,xa_son_da,xã,son_da,9676,true,19
307,Xã Đông Quang,9679,xa_dong_quang,xã,dong_quang,9679,true,19
308,Xã Tiên Phong,9682,xa_tien_phong,xã,tien_phong,9682,true,19
309,Xã Thụy An,9685,xa_thuy_an,xã,thuy_an,9685,true,19
310,Xã Cam Thượng,9688,xa_cam_thuong,xã,cam_thuong,9688,true,19
311,Xã Thuần Mỹ,9691,xa_thuan_my,xã,thuan_my,9691,true,19
312,Xã Tản Lĩnh,9694,xa_tan_linh,xã,tan_linh,9694,true,19
313,Xã Ba Trại,9697,xa_ba_trai,xã,ba_trai,9697,true,19
314,Xã Minh Quang,9700,xa_minh_quang,xã,minh_quang,9700,true,19
315,Xã Ba Vì,9703,xa_ba_vi,xã,ba_vi,9703,true,19
316,Xã Vân Hòa,9706,xa_van_hoa,xã,van_hoa,9706,true,19
317,Xã Yên Bài,9709,xa_yen_bai,xã,yen_bai,9709,true,19
318,Xã Khánh Thượng,9712,xa_khanh_thuong,xã,khanh_thuong,9712,true,19
319,Thị trấn Phúc Thọ,9715,thi_tran_phuc_tho,thị trấn,phuc_tho,9715,true,20
320,Xã Vân Hà,9718,xa_van_ha,xã,van_ha,9718,true,20
321,Xã Vân Phúc,9721,xa_van_phuc,xã,van_phuc,9721,true,20
322,Xã Vân Nam,9724,xa_van_nam,xã,van_nam,9724,true,20
323,Xã Xuân Đình,9727,xa_xuan_dinh,xã,xuan_dinh,9727,true,20
324,Xã Sen Phương,9733,xa_sen_phuong,xã,sen_phuong,9733,true,20
325,Xã Võng Xuyên,9739,xa_vong_xuyen,xã,vong_xuyen,9739,true,20
326,Xã Thọ Lộc,9742,xa_tho_loc,xã,tho_loc,9742,true,20
327,Xã Long Xuyên,9745,xa_long_xuyen,xã,long_xuyen,9745,true,20
328,Xã Thượng Cốc,9748,xa_thuong_coc,xã,thuong_coc,9748,true,20
329,Xã Hát Môn,9751,xa_hat_mon,xã,hat_mon,9751,true,20
330,Xã Tích Giang,9754,xa_tich_giang,xã,tich_giang,9754,true,20
331,Xã Thanh Đa,9757,xa_thanh_da,xã,thanh_da,9757,true,20
332,Xã Trạch Mỹ Lộc,9760,xa_trach_my_loc,xã,trach_my_loc,9760,true,20
333,Xã Phúc Hòa,9763,xa_phuc_hoa,xã,phuc_hoa,9763,true,20
334,Xã Ngọc Tảo,9766,xa_ngoc_tao,xã,ngoc_tao,9766,true,20
335,Xã Phụng Thượng,9769,xa_phung_thuong,xã,phung_thuong,9769,true,20
